type,GEOID,racial_majority,month,filings_2020,filings_avg,last_updated
Zip Code,23261,Other,02/2021,0,0,2022-05-07
Zip Code,23261,Other,03/2021,0,0,2022-05-07
Zip Code,23261,Other,04/2021,0,0,2022-05-07
Zip Code,23261,Other,05/2021,0,0,2022-05-07
Zip Code,23261,Other,06/2021,0,0,2022-05-07
Zip Code,23261,Other,07/2021,0,0,2022-05-07
Zip Code,23261,Other,08/2021,0,0,2022-05-07
Zip Code,23261,Other,09/2021,0,0,2022-05-07
Zip Code,23261,Other,10/2021,0,0,2022-05-07
Zip Code,23261,Other,11/2021,0,0,2022-05-07
Zip Code,23261,Other,12/2021,0,0,2022-05-07
Zip Code,23261,Other,01/2022,0,0,2022-05-07
Zip Code,23261,Other,02/2022,0,0,2022-05-07
Zip Code,23261,Other,03/2022,0,0,2022-05-07
Zip Code,23261,Other,04/2022,0,0,2022-05-07
Zip Code,23261,Other,05/2022,0,0,2022-05-07
Zip Code,23269,Other,01/2020,0,0,2022-05-07
Zip Code,23269,Other,02/2020,0,0,2022-05-07
Zip Code,23269,Other,03/2020,0,0,2022-05-07
Zip Code,23269,Other,04/2020,0,0,2022-05-07
Zip Code,23269,Other,05/2020,0,0,2022-05-07
Zip Code,23269,Other,06/2020,0,0,2022-05-07
Zip Code,23269,Other,07/2020,0,0,2022-05-07
Zip Code,23269,Other,08/2020,0,0,2022-05-07
Zip Code,23269,Other,09/2020,0,0,2022-05-07
Zip Code,23269,Other,10/2020,0,0,2022-05-07
Zip Code,23269,Other,11/2020,0,0,2022-05-07
Zip Code,23269,Other,12/2020,0,0,2022-05-07
Zip Code,23269,Other,01/2021,0,0,2022-05-07
Zip Code,23269,Other,02/2021,0,0,2022-05-07
Zip Code,23269,Other,03/2021,0,0,2022-05-07
Zip Code,23269,Other,04/2021,0,0,2022-05-07
Zip Code,23269,Other,05/2021,0,0,2022-05-07
Zip Code,23269,Other,06/2021,0,0,2022-05-07
Zip Code,23269,Other,07/2021,0,0,2022-05-07
Zip Code,23269,Other,08/2021,0,0,2022-05-07
Zip Code,23269,Other,09/2021,0,0,2022-05-07
Zip Code,23269,Other,10/2021,0,0,2022-05-07
Zip Code,23269,Other,11/2021,0,0,2022-05-07
Zip Code,23269,Other,12/2021,0,0,2022-05-07
Zip Code,23269,Other,01/2022,0,0,2022-05-07
Zip Code,23269,Other,02/2022,0,0,2022-05-07
Zip Code,23269,Other,03/2022,0,0,2022-05-07
Zip Code,23269,Other,04/2022,0,0,2022-05-07
Zip Code,23269,Other,05/2022,0,0,2022-05-07
Zip Code,23284,Other,01/2020,0,0,2022-05-07
Zip Code,23284,Other,02/2020,0,0,2022-05-07
Zip Code,23284,Other,03/2020,0,0,2022-05-07
Zip Code,23284,Other,04/2020,0,0,2022-05-07
Zip Code,23284,Other,05/2020,0,0,2022-05-07
Zip Code,23284,Other,06/2020,0,0,2022-05-07
Zip Code,23284,Other,07/2020,0,0,2022-05-07
Zip Code,23284,Other,08/2020,0,0,2022-05-07
Zip Code,23284,Other,09/2020,0,0,2022-05-07
Zip Code,23284,Other,10/2020,0,0,2022-05-07
Zip Code,23284,Other,11/2020,0,0,2022-05-07
Zip Code,23284,Other,12/2020,0,0,2022-05-07
Zip Code,23284,Other,01/2021,0,0,2022-05-07
Zip Code,23284,Other,02/2021,0,0,2022-05-07
Zip Code,23284,Other,03/2021,0,0,2022-05-07
Zip Code,23284,Other,04/2021,0,0,2022-05-07
Zip Code,23284,Other,05/2021,0,0,2022-05-07
Zip Code,23284,Other,06/2021,0,0,2022-05-07
Zip Code,23284,Other,07/2021,0,0,2022-05-07
Zip Code,23284,Other,08/2021,0,0,2022-05-07
Zip Code,23284,Other,09/2021,0,0,2022-05-07
Zip Code,23284,Other,10/2021,0,0,2022-05-07
Zip Code,23284,Other,11/2021,0,0,2022-05-07
Zip Code,23284,Other,12/2021,0,0,2022-05-07
Zip Code,23284,Other,01/2022,0,0,2022-05-07
Zip Code,23284,Other,02/2022,0,0,2022-05-07
Zip Code,23284,Other,03/2022,0,0,2022-05-07
Zip Code,23284,Other,04/2022,0,0,2022-05-07
Zip Code,23284,Other,05/2022,0,0,2022-05-07
Zip Code,23286,Other,01/2020,0,0,2022-05-07
Zip Code,23286,Other,02/2020,0,0,2022-05-07
Zip Code,23286,Other,03/2020,0,0,2022-05-07
Zip Code,23286,Other,04/2020,0,0,2022-05-07
Zip Code,23286,Other,05/2020,0,0,2022-05-07
Zip Code,23286,Other,06/2020,0,0,2022-05-07
Zip Code,23286,Other,07/2020,0,0,2022-05-07
Zip Code,23286,Other,08/2020,0,0,2022-05-07
Zip Code,23286,Other,09/2020,0,0,2022-05-07
Zip Code,23286,Other,10/2020,0,0,2022-05-07
Zip Code,23286,Other,11/2020,0,0,2022-05-07
Zip Code,23286,Other,12/2020,0,0,2022-05-07
Zip Code,23286,Other,01/2021,0,0,2022-05-07
Zip Code,23286,Other,02/2021,0,0,2022-05-07
Zip Code,23286,Other,03/2021,0,0,2022-05-07
Zip Code,23286,Other,04/2021,0,0,2022-05-07
Zip Code,23286,Other,05/2021,0,0,2022-05-07
Zip Code,23286,Other,06/2021,0,0,2022-05-07
Zip Code,23286,Other,07/2021,0,0,2022-05-07
Zip Code,23286,Other,08/2021,0,0,2022-05-07
Zip Code,23286,Other,09/2021,0,0,2022-05-07
Zip Code,23286,Other,10/2021,0,0,2022-05-07
Zip Code,23286,Other,11/2021,0,0,2022-05-07
Zip Code,23286,Other,12/2021,0,0,2022-05-07
Zip Code,23286,Other,01/2022,0,0,2022-05-07
Zip Code,23286,Other,02/2022,0,0,2022-05-07
Zip Code,23286,Other,03/2022,0,0,2022-05-07
Zip Code,23286,Other,04/2022,0,0,2022-05-07
Zip Code,23286,Other,05/2022,0,0,2022-05-07
Zip Code,23293,Other,01/2020,0,0,2022-05-07
Zip Code,23293,Other,02/2020,0,0,2022-05-07
Zip Code,23293,Other,03/2020,0,0,2022-05-07
Zip Code,23293,Other,04/2020,0,0,2022-05-07
Zip Code,23293,Other,05/2020,0,0,2022-05-07
Zip Code,23293,Other,06/2020,0,0,2022-05-07
Zip Code,23293,Other,07/2020,0,0,2022-05-07
Zip Code,23293,Other,08/2020,0,0,2022-05-07
Zip Code,23293,Other,09/2020,0,0,2022-05-07
Zip Code,23293,Other,10/2020,0,0,2022-05-07
Zip Code,23293,Other,11/2020,0,0,2022-05-07
Zip Code,23293,Other,12/2020,0,0,2022-05-07
Zip Code,23293,Other,01/2021,0,0,2022-05-07
Zip Code,23293,Other,02/2021,0,0,2022-05-07
Zip Code,23293,Other,03/2021,0,0,2022-05-07
Zip Code,23293,Other,04/2021,0,0,2022-05-07
Zip Code,23293,Other,05/2021,0,0,2022-05-07
Zip Code,23293,Other,06/2021,0,0,2022-05-07
Zip Code,23293,Other,07/2021,0,0,2022-05-07
Zip Code,23293,Other,08/2021,0,0,2022-05-07
Zip Code,23293,Other,09/2021,0,0,2022-05-07
Zip Code,23293,Other,10/2021,0,0,2022-05-07
Zip Code,23293,Other,11/2021,0,0,2022-05-07
Zip Code,23293,Other,12/2021,0,0,2022-05-07
Zip Code,23293,Other,01/2022,0,0,2022-05-07
Zip Code,23293,Other,02/2022,0,0,2022-05-07
Zip Code,23293,Other,03/2022,0,0,2022-05-07
Zip Code,23293,Other,04/2022,0,0,2022-05-07
Zip Code,23293,Other,05/2022,0,0,2022-05-07
Zip Code,23297,Other,01/2020,0,0,2022-05-07
Zip Code,23297,Other,02/2020,0,0,2022-05-07
Zip Code,23297,Other,03/2020,0,0,2022-05-07
Zip Code,23297,Other,04/2020,0,0,2022-05-07
Zip Code,23297,Other,05/2020,0,0,2022-05-07
Zip Code,23297,Other,06/2020,0,0,2022-05-07
Zip Code,23297,Other,07/2020,0,0,2022-05-07
Zip Code,23297,Other,08/2020,0,0,2022-05-07
Zip Code,23297,Other,09/2020,0,0,2022-05-07
Zip Code,23297,Other,10/2020,0,0,2022-05-07
Zip Code,23297,Other,11/2020,0,0,2022-05-07
Zip Code,23297,Other,12/2020,0,0,2022-05-07
Zip Code,23297,Other,01/2021,0,0,2022-05-07
Zip Code,23297,Other,02/2021,0,0,2022-05-07
Zip Code,23297,Other,03/2021,0,0,2022-05-07
Zip Code,23297,Other,04/2021,0,0,2022-05-07
Zip Code,23297,Other,05/2021,0,0,2022-05-07
Zip Code,23297,Other,06/2021,0,0,2022-05-07
Zip Code,23297,Other,07/2021,0,0,2022-05-07
Zip Code,23297,Other,08/2021,0,0,2022-05-07
Zip Code,23297,Other,09/2021,0,0,2022-05-07
Zip Code,23297,Other,10/2021,0,0,2022-05-07
Zip Code,23297,Other,11/2021,0,0,2022-05-07
Zip Code,23297,Other,12/2021,0,0,2022-05-07
Zip Code,23297,Other,01/2022,0,0,2022-05-07
Zip Code,23297,Other,02/2022,0,0,2022-05-07
Zip Code,23297,Other,03/2022,0,0,2022-05-07
Zip Code,23297,Other,04/2022,0,0,2022-05-07
Zip Code,23297,Other,05/2022,0,0,2022-05-07
Zip Code,23298,Other,01/2020,0,0,2022-05-07
Zip Code,23298,Other,02/2020,0,0,2022-05-07
Zip Code,23298,Other,03/2020,0,0,2022-05-07
Zip Code,23298,Other,04/2020,0,0,2022-05-07
Zip Code,23298,Other,05/2020,0,0,2022-05-07
Zip Code,23298,Other,06/2020,0,0,2022-05-07
Zip Code,23298,Other,07/2020,0,0,2022-05-07
Zip Code,23298,Other,08/2020,0,0,2022-05-07
Zip Code,23298,Other,09/2020,0,0,2022-05-07
Zip Code,23298,Other,10/2020,0,0,2022-05-07
Zip Code,23298,Other,11/2020,0,0,2022-05-07
Zip Code,23298,Other,12/2020,0,0,2022-05-07
Zip Code,23298,Other,01/2021,0,0,2022-05-07
Zip Code,23298,Other,02/2021,0,0,2022-05-07
Zip Code,23298,Other,03/2021,0,0,2022-05-07
Zip Code,23298,Other,04/2021,0,0,2022-05-07
Zip Code,23298,Other,05/2021,0,0,2022-05-07
Zip Code,23298,Other,06/2021,0,0,2022-05-07
Zip Code,23298,Other,07/2021,0,0,2022-05-07
Zip Code,23298,Other,08/2021,0,0,2022-05-07
Zip Code,23298,Other,09/2021,0,0,2022-05-07
Zip Code,23298,Other,10/2021,0,0,2022-05-07
Zip Code,23298,Other,11/2021,0,0,2022-05-07
Zip Code,23298,Other,12/2021,0,0,2022-05-07
Zip Code,23298,Other,01/2022,0,0,2022-05-07
Zip Code,23298,Other,02/2022,0,0,2022-05-07
Zip Code,23298,Other,03/2022,0,0,2022-05-07
Zip Code,23298,Other,04/2022,0,0,2022-05-07
Zip Code,23298,Other,05/2022,0,0,2022-05-07
Zip Code,23803,Black,01/2020,15,11,2022-05-07
Zip Code,23803,Black,02/2020,19,18,2022-05-07
Zip Code,23803,Black,03/2020,0,3,2022-05-07
Zip Code,23803,Black,04/2020,0,9,2022-05-07
Zip Code,23803,Black,05/2020,3,8,2022-05-07
Zip Code,23803,Black,06/2020,2,16,2022-05-07
Zip Code,23803,Black,07/2020,5,23,2022-05-07
Zip Code,23803,Black,08/2020,8,6,2022-05-07
Zip Code,23803,Black,09/2020,8,16,2022-05-07
Zip Code,23803,Black,10/2020,4,17,2022-05-07
Zip Code,23803,Black,11/2020,3,7,2022-05-07
Zip Code,23803,Black,12/2020,1,9,2022-05-07
Zip Code,23803,Black,01/2021,5,11,2022-05-07
Zip Code,23803,Black,02/2021,4,18,2022-05-07
Zip Code,23803,Black,03/2021,4,3,2022-05-07
Zip Code,23803,Black,04/2021,4,9,2022-05-07
Zip Code,23803,Black,05/2021,2,8,2022-05-07
Zip Code,23803,Black,06/2021,2,16,2022-05-07
Zip Code,23803,Black,07/2021,5,23,2022-05-07
Zip Code,23803,Black,08/2021,4,6,2022-05-07
Zip Code,23803,Black,09/2021,1,16,2022-05-07
Zip Code,23803,Black,10/2021,5,17,2022-05-07
Zip Code,23803,Black,11/2021,2,7,2022-05-07
Zip Code,23803,Black,12/2021,2,9,2022-05-07
Zip Code,23803,Black,01/2022,4,11,2022-05-07
Zip Code,23803,Black,02/2022,24,18,2022-05-07
Zip Code,23803,Black,03/2022,3,3,2022-05-07
Zip Code,23803,Black,04/2022,18,9,2022-05-07
Zip Code,23803,Black,05/2022,0,4,2022-05-07
Zip Code,23831,White,01/2020,61,84,2022-05-07
Zip Code,23831,White,02/2020,24,64,2022-05-07
Zip Code,23831,White,03/2020,29,33,2022-05-07
Zip Code,23831,White,04/2020,2,65,2022-05-07
Zip Code,23831,White,05/2020,1,53,2022-05-07
Zip Code,23831,White,06/2020,27,73,2022-05-07
Zip Code,23831,White,07/2020,16,62,2022-05-07
Zip Code,23831,White,08/2020,5,48,2022-05-07
Zip Code,23831,White,09/2020,22,71,2022-05-07
Zip Code,23831,White,10/2020,49,86,2022-05-07
Zip Code,23831,White,11/2020,11,60,2022-05-07
Zip Code,23831,White,12/2020,2,76,2022-05-07
Zip Code,23831,White,01/2021,7,84,2022-05-07
Zip Code,23831,White,02/2021,2,62,2022-05-07
Zip Code,23831,White,03/2021,9,33,2022-05-07
Zip Code,23831,White,04/2021,24,65,2022-05-07
Zip Code,23831,White,05/2021,5,53,2022-05-07
Zip Code,23831,White,06/2021,9,73,2022-05-07
Zip Code,23831,White,07/2021,13,62,2022-05-07
Zip Code,23831,White,08/2021,35,48,2022-05-07
Zip Code,23831,White,09/2021,8,71,2022-05-07
Zip Code,23831,White,10/2021,27,86,2022-05-07
Zip Code,23831,White,11/2021,9,60,2022-05-07
Zip Code,23831,White,12/2021,8,76,2022-05-07
Zip Code,23831,White,01/2022,36,84,2022-05-07
Zip Code,23831,White,02/2022,35,62,2022-05-07
Zip Code,23831,White,03/2022,41,33,2022-05-07
Zip Code,23831,White,04/2022,29,65,2022-05-07
Zip Code,23831,White,05/2022,11,3,2022-05-07
Zip Code,23832,White,01/2020,9,25,2022-05-07
Zip Code,23832,White,02/2020,18,19,2022-05-07
Zip Code,23832,White,03/2020,3,17,2022-05-07
Zip Code,23832,White,04/2020,0,20,2022-05-07
Zip Code,23832,White,05/2020,1,26,2022-05-07
Zip Code,23832,White,06/2020,4,28,2022-05-07
Zip Code,23832,White,07/2020,8,20,2022-05-07
Zip Code,23832,White,08/2020,1,29,2022-05-07
Zip Code,23832,White,09/2020,7,29,2022-05-07
Zip Code,23832,White,10/2020,20,24,2022-05-07
Zip Code,23832,White,11/2020,10,27,2022-05-07
Zip Code,23832,White,12/2020,2,24,2022-05-07
Zip Code,23832,White,01/2021,2,25,2022-05-07
Zip Code,23832,White,02/2021,2,19,2022-05-07
Zip Code,23832,White,03/2021,9,17,2022-05-07
Zip Code,23832,White,04/2021,1,20,2022-05-07
Zip Code,23832,White,05/2021,9,26,2022-05-07
Zip Code,23832,White,06/2021,6,28,2022-05-07
Zip Code,23832,White,07/2021,3,20,2022-05-07
Zip Code,23832,White,08/2021,20,29,2022-05-07
Zip Code,23832,White,09/2021,3,29,2022-05-07
Zip Code,23832,White,10/2021,9,24,2022-05-07
Zip Code,23832,White,11/2021,8,27,2022-05-07
Zip Code,23832,White,12/2021,6,24,2022-05-07
Zip Code,23832,White,01/2022,17,25,2022-05-07
Zip Code,23832,White,02/2022,15,19,2022-05-07
Zip Code,23832,White,03/2022,36,17,2022-05-07
Zip Code,23832,White,04/2022,17,20,2022-05-07
Zip Code,23832,White,05/2022,0,4,2022-05-07
Zip Code,23834,White,01/2020,9,30,2022-05-07
Zip Code,23834,White,02/2020,8,18,2022-05-07
Zip Code,23834,White,03/2020,1,18,2022-05-07
Zip Code,23834,White,04/2020,0,21,2022-05-07
Zip Code,23834,White,05/2020,5,19,2022-05-07
Zip Code,23834,White,06/2020,1,20,2022-05-07
Zip Code,23834,White,07/2020,1,26,2022-05-07
Zip Code,23834,White,08/2020,1,24,2022-05-07
Zip Code,23834,White,09/2020,21,36,2022-05-07
Zip Code,23834,White,10/2020,1,21,2022-05-07
Zip Code,23834,White,11/2020,1,23,2022-05-07
Zip Code,23834,White,12/2020,1,14,2022-05-07
Zip Code,23834,White,01/2021,1,30,2022-05-07
Zip Code,23834,White,02/2021,2,18,2022-05-07
Zip Code,23834,White,03/2021,3,18,2022-05-07
Zip Code,23834,White,04/2021,4,21,2022-05-07
Zip Code,23834,White,05/2021,0,19,2022-05-07
Zip Code,23834,White,06/2021,2,20,2022-05-07
Zip Code,23834,White,07/2021,6,26,2022-05-07
Zip Code,23834,White,08/2021,1,24,2022-05-07
Zip Code,23834,White,09/2021,0,36,2022-05-07
Zip Code,23834,White,10/2021,7,21,2022-05-07
Zip Code,23834,White,11/2021,2,23,2022-05-07
Zip Code,23834,White,12/2021,2,14,2022-05-07
Zip Code,23834,White,01/2022,5,30,2022-05-07
Zip Code,23834,White,02/2022,2,18,2022-05-07
Zip Code,23834,White,03/2022,4,18,2022-05-07
Zip Code,23834,White,04/2022,2,21,2022-05-07
Zip Code,23834,White,05/2022,2,2,2022-05-07
Zip Code,23836,White,01/2020,17,25,2022-05-07
Zip Code,23836,White,02/2020,25,19,2022-05-07
Zip Code,23836,White,03/2020,16,21,2022-05-07
Zip Code,23836,White,04/2020,0,9,2022-05-07
Zip Code,23836,White,05/2020,2,33,2022-05-07
Zip Code,23836,White,06/2020,2,28,2022-05-07
Zip Code,23836,White,07/2020,5,32,2022-05-07
Zip Code,23836,White,08/2020,8,21,2022-05-07
Zip Code,23836,White,09/2020,32,31,2022-05-07
Zip Code,23836,White,10/2020,32,38,2022-05-07
Zip Code,23836,White,11/2020,0,17,2022-05-07
Zip Code,23836,White,12/2020,0,55,2022-05-07
Zip Code,23836,White,01/2021,2,25,2022-05-07
Zip Code,23836,White,02/2021,4,19,2022-05-07
Zip Code,23836,White,03/2021,16,21,2022-05-07
Zip Code,23836,White,04/2021,11,9,2022-05-07
Zip Code,23836,White,05/2021,5,33,2022-05-07
Zip Code,23836,White,06/2021,18,28,2022-05-07
Zip Code,23836,White,07/2021,1,32,2022-05-07
Zip Code,23836,White,08/2021,11,21,2022-05-07
Zip Code,23836,White,09/2021,14,31,2022-05-07
Zip Code,23836,White,10/2021,3,38,2022-05-07
Zip Code,23836,White,11/2021,2,17,2022-05-07
Zip Code,23836,White,12/2021,14,55,2022-05-07
Zip Code,23836,White,01/2022,37,25,2022-05-07
Zip Code,23836,White,02/2022,8,19,2022-05-07
Zip Code,23836,White,03/2022,12,21,2022-05-07
Zip Code,23836,White,04/2022,15,9,2022-05-07
Zip Code,23836,White,05/2022,3,1,2022-05-07
Zip Code,23838,White,01/2020,1,2,2022-05-07
Zip Code,23838,White,02/2020,1,1,2022-05-07
Zip Code,23838,White,03/2020,1,0,2022-05-07
Zip Code,23838,White,04/2020,0,2,2022-05-07
Zip Code,23838,White,05/2020,0,1,2022-05-07
Zip Code,23838,White,06/2020,0,1,2022-05-07
Zip Code,23838,White,07/2020,0,0,2022-05-07
Zip Code,23838,White,08/2020,0,4,2022-05-07
Zip Code,23838,White,09/2020,1,5,2022-05-07
Zip Code,23838,White,10/2020,0,0,2022-05-07
Zip Code,23838,White,11/2020,1,3,2022-05-07
Zip Code,23838,White,12/2020,0,3,2022-05-07
Zip Code,23838,White,01/2021,1,2,2022-05-07
Zip Code,23838,White,02/2021,0,1,2022-05-07
Zip Code,23838,White,03/2021,1,0,2022-05-07
Zip Code,23838,White,04/2021,2,2,2022-05-07
Zip Code,23838,White,05/2021,1,1,2022-05-07
Zip Code,23838,White,06/2021,2,1,2022-05-07
Zip Code,23838,White,07/2021,2,0,2022-05-07
Zip Code,23838,White,08/2021,0,4,2022-05-07
Zip Code,23838,White,09/2021,1,5,2022-05-07
Zip Code,23838,White,10/2021,0,0,2022-05-07
Zip Code,23838,White,11/2021,1,3,2022-05-07
Zip Code,23838,White,12/2021,0,3,2022-05-07
Zip Code,23838,White,01/2022,0,2,2022-05-07
Zip Code,23838,White,02/2022,3,1,2022-05-07
Zip Code,23838,White,03/2022,0,0,2022-05-07
Zip Code,23838,White,04/2022,0,2,2022-05-07
Zip Code,23838,White,05/2022,0,0,2022-05-07
Zip Code,sealed,,01/2020,4,9,2022-05-07
Zip Code,sealed,,02/2020,9,8,2022-05-07
Zip Code,sealed,,03/2020,1,14,2022-05-07
Zip Code,sealed,,04/2020,0,14,2022-05-07
Zip Code,sealed,,05/2020,2,20,2022-05-07
Zip Code,sealed,,06/2020,2,17,2022-05-07
Zip Code,sealed,,07/2020,3,40,2022-05-07
Zip Code,sealed,,08/2020,4,28,2022-05-07
Zip Code,sealed,,09/2020,45,295,2022-05-07
Zip Code,sealed,,10/2020,22,286,2022-05-07
Zip Code,sealed,,11/2020,2,84,2022-05-07
Zip Code,sealed,,12/2020,0,15,2022-05-07
Zip Code,sealed,,01/2021,45,9,2022-05-07
Zip Code,sealed,,02/2021,41,7,2022-05-07
Zip Code,sealed,,03/2021,4,14,2022-05-07
Zip Code,sealed,,04/2021,3,14,2022-05-07
Zip Code,sealed,,05/2021,1,20,2022-05-07
Zip Code,sealed,,06/2021,31,17,2022-05-07
Zip Code,sealed,,07/2021,64,40,2022-05-07
Zip Code,sealed,,08/2021,55,28,2022-05-07
Zip Code,sealed,,09/2021,3,295,2022-05-07
Zip Code,sealed,,10/2021,1,286,2022-05-07
Zip Code,sealed,,11/2021,47,84,2022-05-07
Zip Code,sealed,,12/2021,3,15,2022-05-07
Zip Code,sealed,,01/2022,1,9,2022-05-07
Zip Code,sealed,,02/2022,50,7,2022-05-07
Zip Code,sealed,,03/2022,63,14,2022-05-07
Zip Code,sealed,,04/2022,50,14,2022-05-07
Zip Code,sealed,,05/2022,1,0,2022-05-07
